customer_id,name,age,email,salary,department,join_date,is_active,performance_score
i8spctx6xkh9t,bx46314kwb,76,rmyhj5qooto8f3h45ormx,74583,Engineering,2020-01-07 21:48:00,True,3.9602421144139037
8y8y2rrb8p96d,08bueu2tty,56,1kfyayb5m65x0dxw27u3zt,106250,Sales,2020-03-08 18:07:21,True,2.1915121980133345
6nuthgcq6lvv3,5zfc6aemsly,34,ywa6oq7qdmdgiw66tda70ux,61514,Marketing,2020-02-04 19:39:34,True,6.9011514374465035
h007u3616esd8,8l3e7vmct4,74,8yiqumcdd1gzkxjmsslv3l2,99084,Marketing,2020-03-05 02:15:00,True,2.9073325762837285
q132f8x2486u5,x6hxtplmy5,66,kr0lw7wyd33mnhxr8yq5x,114592,Engineering,2020-01-18 10:46:28,True,3.5676226168393987
w6cry4cx5vwb0,xiwm5o9evpj,53,m0e9z4jzvl506tmnvr2p87c,55550,HR,2020-01-22 07:10:51,True,8.999736203123236
bzq6i2z8yxmg9,rgdzep8zr2w,61,ej254bl0e0w6dux4xjb4yd,83810,Engineering,2020-03-03 17:21:25,True,4.16492103945723
tahpnlwo17b5w,no6yuqwqn2,74,kqbfiet2ui1h4t0hu1wfcei,85747,Sales,2020-02-19 05:36:28,False,6.231033741274447
vyvvfo6hedf53,smrw6ri65qs,62,deko7mgf3vy1tceaozc7e4m,49155,Marketing,2020-03-24 00:06:58,True,4.774790118071579
8pm3sqs1zzwil,f87tydjjxuk0,41,avozriaiwbnrp2kfcnb54kv,41929,Engineering,2020-04-06 21:45:55,True,1.988278421312943
aa75yapev2clz,3pgp8pl8u9q,62,46xao00lc35wbg755nc59qc,53045,Engineering,2020-02-11 04:57:34,True,4.4759102112305005
pv2n1e3elpzzu,fx0tybi1ct,21,jrcjik69z0vzve8b8irlc,74246,Marketing,2020-02-13 18:14:03,True,4.865242502857642
963wje974js5a,6af7ozng4x4,42,g6frvi8wlximqgqxb81s6u,85803,Sales,2020-04-01 01:43:26,True,9.065084704126354
edpxpb150txl8,5qn9x0y5rr,43,jif8rseykjq9z45urranh,66454,Engineering,2020-02-22 09:13:11,True,4.145068549248586
66lca6j2ml4b8,zi8htvs318,29,o79aua5t93gvjh0jnkfu6s,122903,Marketing,2020-03-17 00:36:32,True,4.61696310835365
wqzh2zjz7gdk2,k493wslo4o2z,20,xr8sx7vdjbh61ja7ciejlru,100707,Marketing,2020-02-28 17:32:56,True,8.093533358193117
9yu9jix889r5x,todvwzk1bh2,27,aceyhqi5fugg0hi1obgrv,86633,Sales,2020-03-02 10:27:43,False,7.887343997617215
w5lmwy83qtyvm,rnj8i8klcn1k,58,j6gcn9mppeyzmzahduvcsa,64961,Engineering,2020-01-02 16:27:42,True,8.226070160697311
s9lslig1n4spe,yujosvu5wmed,67,w6wegfvmldh4zh62e1qwi,77238,Engineering,2020-02-04 07:32:38,True,9.565221830923935
8lyu9wpn4e8w2,hi8ur6hq47f,78,54g3cijza3oyfracqhqyl2,102557,Marketing,2020-03-02 04:51:22,True,8.202576589504645
krlijqgmi0be2,ncl9lbbow2q,40,9y2kdnqbh9jg9pnpyd2fa,98102,Sales,2020-02-02 21:53:16,True,4.86128065645057
shavqgyd9f4s0,31n3q5fxf0rx,55,acaau356v3dwylqoj82laaj,97836,Sales,2020-02-21 06:59:29,False,8.426085263606439
jzscm1t1hacm1,x7okvxarl1,75,bhvvzziu4fn6gxikwbo891,68072,Marketing,2020-03-06 06:54:00,True,5.731736800995164
y6f5upuk98str,wu7kv821rnr1,29,djf38j5czoq0rslxex03o70,62692,Sales,2020-01-24 19:11:37,True,3.7425394454704324
no4acpwklj5ph,hd09e673hz7,62,5dehvgv3poecwjeworyh4,40496,Engineering,2020-01-24 22:37:51,True,3.959605957613698
lx1h19zh1190q,11ndryg1ec4t,64,bvhw5hd3swr2w6r6g1a7s,88495,HR,2020-01-09 16:49:50,False,3.278558437920821
i6tm12m8freyb,kcwgwg7siryn,24,mxewsa6651lik6s7g4bs5jh,38259,Sales,2020-03-24 00:44:49,True,2.5994509216995576
j3e6ar5kuzyv0,sop0jds1un,71,3kttiho7x60ue8udp4z8f6,75144,Sales,2020-01-05 16:48:58,False,2.93963115702973
m678auf1qe4ec,js3vcrkblf,68,p7ofbx1aa19thazyjlglq,65211,HR,2020-03-24 10:30:44,True,1.8948026021530775
wjjsquniamda5,23bib26j7h6f,21,n7q8a9oseselsl9lr76r2,80983,HR,2020-02-12 10:52:11,True,9.002640493933871
714hz7clae33q,s50a65eqh7iw,24,eyx26j6wkxxgutjy9ofbl,104127,Sales,2020-04-05 08:16:23,False,9.369171244403216
wounbk77r3o07,gotycx7vkh8h,22,dwmq4pz1altb9ov5t96oc2,108743,Engineering,2020-04-07 19:00:39,True,6.404353170893519
6xo3qe2djqjqt,0175oq6p2i6,39,0e4v8gfzasg9ltwy324rsda,92761,HR,2020-02-07 16:33:09,False,8.589563510837754
xe7fbmkwp4kph,2muuejfmat,50,ohoovrpb9tpc3b8zebt77,56769,Marketing,2020-01-26 21:37:57,True,2.9317134107390457
ddyc5c025suer,hjickljyyk,51,tytynlebp3x3knwpud6nse,74976,Sales,2020-03-10 17:18:52,False,9.116526055796106
1vufaelz7nz0i,9znad3l8m4w,35,r43u3dej0p3m9uotte5f3zm,54082,Sales,2020-03-21 19:20:03,True,5.711814971782847
zv3qz9ah8ovnz,v2k62lgzi7m9,74,eymx4thiutozkk03s7wac,59470,Sales,2020-04-07 02:19:38,True,1.929140994910023
1wnxbzngcwr8o,xqbm4210o4,41,1n3eonnhhs542km0szi15c5,87363,Marketing,2020-02-16 17:46:26,False,2.567754300593521
y1jqvzyqmtydj,6tliwh5n0ymu,22,hncxm2h4zrrgp6cd9diqq,51617,Sales,2020-04-08 00:52:24,True,4.011793767436594
cr9v7hsfz7f6v,4em1y8g5cv,37,tnv0cx3hvyj2auxizit89,64373,Marketing,2020-01-21 09:17:08,True,1.7258171288167117
uffd3k34xic49,hq06ql0hw2t,51,9ivaeish5mt93j4y2xuibd,49271,Marketing,2020-02-18 23:53:45,True,4.014523284584767
x4fbt1kdof3bo,psh29z4lqo,43,nmuxrz564r8ly4j7ch52v,91679,Marketing,2020-03-20 00:07:25,True,1.8668318104605353
khzefzdst6tla,l5yro5f87e,35,2q47dbl8fhu8ogofqdv5v0,66676,Marketing,2020-03-30 10:22:54,False,3.3835062114403534
znk9mc6fjewjb,phy5zv4jl1f,27,ov1i79ioth1spkh6jr8c01,21134,Marketing,2020-03-28 15:57:57,True,3.6388055474377468
mbtaiqikox834,tewi2pvhtn7k,68,fngjo42q2ozlyed4cczqjb,115614,Sales,2020-02-26 18:24:25,True,9.914882787894438
enki7l88av2hk,647gwgyct73,79,x8w5w7sbbou8e0xgf6q3hgf,100393,Engineering,2020-01-06 02:39:35,True,3.379364087074333
n38uesnzdyyrh,j8tr09w5jk,39,o4y68ee9qn2h7a292e5xs,26068,Marketing,2020-03-29 15:01:35,True,3.4107124259948414
n56wo6yq6bnff,f79qluscrsf,42,gq7gqc2v2e3wuzutwduua,93557,Sales,2020-02-19 08:18:15,True,7.265784458230947
cgho263092606,ljga9uxygq2,56,qns7ffeg6mam0gcy6qnwx20,112892,Engineering,2020-01-07 06:10:35,True,8.752067506899554
dvbjej6m49xo2,g6gxkil8d91,62,w49qc9eofj5wqtovfdws4c,70948,Engineering,2020-03-09 03:42:07,True,4.684265369784857
he2dlb0499z0e,mwsxp6l7gk,43,nr0josidohag4rl36g1cf4o,79181,Engineering,2020-01-01 06:07:33,True,8.89211488320758
tkjfhwzlzmry6,2m4bok7dk2bp,73,30qrvz0xhu2uc400i66z14a,67703,Marketing,2020-03-13 02:06:52,False,4.280213790474296
l9deh14i2nvkw,mqusghmbkxfz,53,o7pdh7yo1ibqji4bxsqj1,88279,Marketing,2020-02-13 03:45:04,True,3.0475094158923457
auz9waouiijz8,sf2bsdf13giy,46,1acojuownojieyzhvylijj,100879,Engineering,2020-03-06 09:00:00,True,4.189752774257409
yzkbgr070qxyg,afrj1k6amt,58,z804sfo2enbwsxt0xqy41,46294,Marketing,2020-02-25 19:50:08,True,6.5988797465259665
fx62vz1ugqttv,crn40q29zq,76,1veh1lyo7mhm9f5ugzowop,58195,Engineering,2020-01-29 14:54:03,False,4.512766847263956
1ga5m3ws53223,ybved9fumyz,67,rtbw3cav2n1u5faudc347,78019,Marketing,2020-03-03 04:01:11,True,7.146109395606051
psranb13dah2c,t6n9quppt21h,21,twyowbo8jn0n86a7sxd9m5i,83137,Sales,2020-04-06 10:19:43,True,3.3913289166943166
5jjs76w15g2ha,ys6bovjrv0m6,39,pctjvckyhio5cd3musvt4jr,85523,Marketing,2020-04-06 12:31:27,True,7.38811879298424
cxwhc61h785xn,zm0nxc38nl,47,trkvr7wajai4gq8r6dwki3h,70800,Sales,2020-01-15 23:10:41,True,4.343055094291264
5pdun4rgjg6wu,quwtk7jjf9,38,laoyrzcvzs9uzm9xzuroo,53878,Engineering,2020-03-29 22:35:04,True,5.276931635469836
ss92rbaetkbcw,w0fafvxyozhx,61,41h2uqx947bc3hglsz1onn,99703,Marketing,2020-03-21 09:09:00,True,6.15436700558897
lte3i78vxqj3w,f8a9lklgk94,69,2fw1nntm08bx2cdbto5a8gm,45545,Engineering,2020-01-26 14:17:44,True,7.260927188066206
5qqnibyivdz27,mrxi4jboc4,63,an2cxajm9in9jw8g8boiq,63444,HR,2020-02-01 04:25:22,True,3.4066407048671956
wkfru97qylwvu,cko1jgorrxb,78,rorxwlwuzh37be46dfwshm,75961,Sales,2020-03-18 01:59:02,False,8.550427177676859
04f07lgjqzu1b,zg3eka7asbu,35,fg0o7wxo8dq4j0ffodgz4,87430,Sales,2020-01-30 20:39:12,True,7.567692616527954
a9z2ukk987xve,wuxdlvtra3,71,1mr3kmx2e8smenvize2vc1,68362,Sales,2020-01-28 12:13:27,False,3.366886378312346
69ts8q7izbiiq,6xn9ekx4mpx,65,nnkifaypo7qccqagzs3nmt,94005,Engineering,2020-03-20 12:25:32,True,9.747844268585661
ayy8c37lsqjlp,xzbpak82q1,41,0yiljf7sfboqp1uhjjji1x,106219,Sales,2020-01-03 18:11:14,True,7.07637386947833
xsh4uqwpfhyry,cjnl3555za,63,6dclrwtf7b3i07xq29l4isq,60240,HR,2020-01-26 04:05:19,True,5.247291111749427
lozz5jpgqwzuv,bq3g0iv7ai,25,epq0ghhw5rlo14ihsh7d4c,85133,Engineering,2020-01-17 16:49:30,False,2.707405833469999
gnogihw2r438r,s9divrlifs,66,s2jl33rx5ixzcwkj9m2mzte,81565,Marketing,2020-02-08 17:05:42,True,5.943147642568909
qn4x87czwod2v,gpepasqzvh6,51,nhmxoav7cznhpujyvdd3b2,67156,Sales,2020-02-29 16:48:42,False,2.7698356112917004
ymr6pb873mmr5,3trjxddmymr,37,9uuudazbirkyz98c8vhogsq,28745,Sales,2020-01-14 02:48:23,True,5.04975674992798
5822pj3ytea3c,xb6si18jau,58,2m2fe7kiihcms75p9rn3b,84216,Engineering,2020-03-05 23:56:20,True,4.870791843536824
n3dryaoioxdlf,o8evwgwy0f,57,0q4otegrk50z1btdmx29b,86912,Sales,2020-01-06 12:45:00,False,7.551301715865826
xkm7ygdht2j7z,7i6f472n99oh,32,rhoqwbf207rjqm0b74wg6ll,102206,HR,2020-03-17 05:05:46,False,3.0076093142950833
cfeewi8t8rqxc,9u1dpvlp2rj,21,ijqjlo4o1d9a7q6uz9e6afb,67302,Engineering,2020-02-25 09:40:52,True,8.429210282926729
58myidn7kc12i,rauaodtjw76,45,ezmlebd0jmbzojvyomhuu,59154,Sales,2020-02-11 23:32:44,True,4.159552319321589
cy7lioyek7xoh,jtamaepo14w,53,60v3i8re0f5hurnoz515mo,53080,Sales,2020-02-07 09:26:34,True,5.174614804579868
ezrfm1emq52c7,q7mnk1584q,72,fk5t6h8e8nuxqr7lpdy71k,12531,Sales,2020-01-27 19:32:02,True,8.002619341708321
0m6fxsp16my90,ijhumef34qkt,75,4yjxay19rfbch4sfnca3s,65592,Sales,2020-03-18 09:11:13,True,6.736993434076514
ge4wj534r9bnm,bad9ycivwl,51,siggidylfruocbd5b2b70r,141400,Sales,2020-02-27 07:14:17,True,4.00360213873001
2lb5m0q47x8fs,7j3vfb3b5pl,64,0tuw3y407hsz1d4pjji99ss,106713,Engineering,2020-01-22 05:02:52,True,4.676923134831503
3gj571o32vdt5,hmohjesktt,45,my9y13eqruvfpba3wascbq,51176,Marketing,2020-01-06 10:21:43,True,3.9843222550408126
9d0qlvqjavzrn,rj7z3i4dfn,64,6ov05s11jtyunvzkgqrgtk,62894,Marketing,2020-01-24 13:32:16,False,6.473252935066239
2l98lg2k6fo5k,qsf2kp3ykgz,31,p0kpwlcbx27trnrbat7k0w,62738,Engineering,2020-01-10 21:30:56,True,4.2154678278974105
wz772dq8mo22k,ys4z9wmybbp,41,cl34watfk8d2j2ahqs6o4u,109845,Sales,2020-01-01 11:30:56,True,7.600894151635782
5bntvk0cq12up,1m8m4u57hb,57,b8pul1l6tu9vzgghzxxlhic,130115,Marketing,2020-03-16 22:51:04,False,6.344208581500786
tfsecao78yxlr,51ajd8jknlq,20,u4xdtpjz2ek2ofot7bps7n,77728,HR,2020-01-30 10:21:42,True,2.6055974181517048
op0hyq2ho0gc2,bkc2rtn74r3y,62,jix922w04gdnj7zwihngg,81995,HR,2020-01-26 12:03:01,True,4.022922752504073
xctoy3ngqt9iv,sh1h4ccvq9qn,69,cnqvz1nizbkq7srmewx2h,88295,Marketing,2020-02-26 06:06:18,True,3.257931449776115
bxhkmqhur3r45,i3ul5kt8khd0,43,oa1n74fe4ooe16kfwbowvi,75135,Engineering,2020-02-25 23:12:08,True,4.712323865719659
ky6hkvxql5opv,30utdkmidli,46,3p3iahr0r5599u54pnxy8qd,82444,HR,2020-03-25 10:00:46,True,5.794691031420929
1t6j56b66m36m,zm1sxsmm1b,70,o3xb7w4m6g5gmx15r77a4ap,76706,Marketing,2020-02-26 17:12:47,True,5.715271233295866
zvbzo7kcfifi4,vmi6nto56qx,66,o6w7qyf4e3elgmdcla0mqh,87254,Sales,2020-03-17 20:46:04,True,7.849164059290551
5lhh1tgktpdfv,mpbq5hcltpn,36,q788xr6wy0auj4ytbo1mnb7,26401,Sales,2020-03-03 02:17:44,True,2.979951157300503
zcnkrlwlmys9h,63lor1wn36og,38,yoli4n2hcbps3p41djr539i,63758,Sales,2020-01-05 00:56:41,False,9.50236701997998
25rfrsv5c1j82,k24yxsbvt6hy,60,p1ub81946wqaw0y5sxcl8,46483,Sales,2020-02-03 04:15:48,True,4.3034946955304205
o6gl3u4xtd1tx,i7weyhpoavc,53,q5gsgeugwkju6t68790se2j,92459,Engineering,2020-01-30 14:22:39,True,3.936625334102882
5979bo79flcru,n9rrcja00ke,29,m2elmvomaakv8f14heqijtn,56245,Engineering,2020-03-01 02:02:55,True,7.251914629828552
o68zh93wnnben,s2o8l3tcizbw,38,z20yp97p6cwkr2ex22zcby,37121,Engineering,2020-03-05 17:44:49,True,8.288351720282513
ytbfqy1b8eal9,upim10q9arim,73,bsa08edqu4vk7oj5414fnwp,31636,Sales,2020-01-31 19:13:54,True,4.610336874997458
w4kjcnpj2jl3a,od6x9j9tklr3,60,b7y9prm07kam3ernm5ghg,86552,Engineering,2020-02-12 19:34:13,True,7.7830468311222525
ethlat1l1oftn,tyluykiy85,78,p4062h6suuywk6tyzl56j,52732,Marketing,2020-02-07 17:24:30,True,8.96203233770892
bitz2a8fe6nlt,naqyhee8sw,65,f0eer18v7drzv6n4jxuh547,72133,Engineering,2020-03-23 16:13:02,True,7.954928076967992
x7y24wtwphuah,3p6bnazypo,76,ygsghnamc1o9cdezyjhlc0w,114369,HR,2020-01-31 00:10:50,True,1.645192706194218
25ev7azj3rqzh,pn2xosh7b0j,32,6nw4ml8ruaiwnkg4xz37ee,84731,Marketing,2020-03-28 06:11:51,True,8.476559159153574
l0hyd6as4pnez,wh1wdn2ad56z,65,s1zw3c16cesaie76y2yic,63006,Marketing,2020-04-07 05:53:45,False,8.021050400228658
1bfi6ymim4kd7,w5ombsxxkv,20,dtwh66gveouyqgsgxka5bou,46685,Marketing,2020-01-23 22:04:45,True,7.115072917328207
dsf7rmwskaxgy,j0i1aq4j2rfl,59,qi8tsrt3axxs3z2mdq6e1x,86198,Engineering,2020-04-07 17:34:11,True,7.896523150447111
uoalgous2y658,njto4gjj13,47,klmhai1bnmbdljcdfwecj,72356,Sales,2020-01-03 11:46:29,True,9.786178017742426
zk8hnjbicuzhb,couldi1wvx,40,snu1u9xqvsjkb6489w9zyqo,89723,Engineering,2020-03-12 22:14:07,True,5.063719758775583
f12zyle7o9owf,z36pvrgzhf3w,71,dvqvqnnqh7z3vp3px98fd,17029,HR,2020-04-07 01:40:15,True,1.9296426195460448
uwpoy9kodumvs,i4gimc86u47,70,fz0kpsoz4sxiwdjiso7su7,103438,Engineering,2020-03-26 11:59:11,True,5.320181218004398
7nd0218hp93rb,8o5fu65s61,20,qrqbajel94izopmy3gd3j3g,33491,Sales,2020-04-04 10:42:12,True,1.750587937634792
mdzy3kg4jm4g9,u7onsofit7zr,56,x9t5zz988l69n6xo4qlvwzn,63643,Marketing,2020-04-03 11:45:04,False,3.8849625021071357
tdgamvuv1izio,i5fn1xmlsu,41,dmr1scstykq8nsc7v0u40b,109635,HR,2020-03-19 22:01:54,False,6.405295395690112
jxhxpz0dxs9jy,sxz1r92qd2dj,44,is9jgdolfi8hgdmsgjy8y2,20711,Marketing,2020-01-15 09:03:05,True,4.017361301918605
rs9j6e876uqvo,4cbyfzh80y,69,lfjbygwk9wg0mq5zvmlga6n,73394,Marketing,2020-01-16 14:37:48,False,7.253780726794825
81g5kjinmyb8g,acdohszjns3,38,qdax77xoqmgi8wwzan5jaec,68781,Sales,2020-01-02 07:33:32,True,8.430200510782612
urckxsdz5969c,4gs4x7wf90,76,0vrpbmphhj64liir35wkt,74818,Sales,2020-01-06 03:08:38,True,4.971790170618764
ih6fdmbe05uhh,eqg0omkzv1x2,30,9zjxm729g3qmx40uaocfn6h,84265,Engineering,2020-03-10 11:33:43,True,9.10329801441777
ccvfbwbq87w3h,drp62ji41c,59,onts69xj799porgv5sa8el,75894,Marketing,2020-01-20 18:19:02,True,2.0382979917402877
v9em24p3plqpl,nyobxng9x03,59,si95845535bktisgexgki,42640,Sales,2020-01-07 23:55:02,False,8.586321751054959
htcp3w1eta3ut,ozad2avkjq9z,34,3cvt5ggty8xmdlqaqbfkr,77912,Engineering,2020-03-03 01:36:46,False,8.486930881595022
fvrh56pl7n96w,mikkfafmv4,38,1pl2wupzvjgiyomzuw1lx,75075,HR,2020-02-21 23:04:33,False,4.123909203575197
bub0iakcwzdrf,0ne957gjq3u,69,bln3s4ydm9cpzso5uaf0w,74046,Sales,2020-02-19 03:04:37,True,3.9234163624980503
8vovlr83x3nfc,aa6yzm163h,65,4lubeitrvh7ig3r0pue2vns,126715,Marketing,2020-04-07 01:08:27,True,3.9783636973881897
pgniou8b0b8rn,alexfyaya5,39,xfc7boo5uq75w86yu7s0iee,108345,Marketing,2020-01-02 16:34:43,True,8.33896935506112
trjyby694napc,cs2biq9qltc,51,zs39pgru4ac4yhagghsqk,120363,Marketing,2020-01-11 05:38:35,True,8.513460984616184
8fym7hu7dyodl,dqo6pktxp37a,23,kbd16kceuvkvmcm1kkuugqn,83968,Engineering,2020-04-05 22:26:30,True,4.190473094201279
551m4ntr2f52b,vlqy1o30vj,32,6kma7im3gnf7p9fhxcd5a7i,119337,Engineering,2020-03-02 08:32:26,True,6.454478772482815
ws4es7jybk4oi,40l4558ujp,48,ljjwfxxu437rl8gyfapd21v,54518,Marketing,2020-03-03 01:05:27,True,2.5472602203865637
wsi8ui1gpp6dd,d0y4kt9qk38v,24,h56m0rrmvnkv9q5n2fdkj1k,66708,Marketing,2020-03-25 13:54:21,True,5.388124918239954
q298g01vngveb,08dppuz9sq,70,ohtua2x386tpi4q4wf3gk7l,61287,Sales,2020-02-29 19:44:20,True,9.952984349158632
0uoujweamuzur,zv1a9bquim,62,0lmhp2824mlb6h51owxmu,63355,Sales,2020-01-02 23:50:36,True,2.718704181162086
59q8kuzd7r822,ppbhmqxc3msg,76,lmw1nqx7vjhugzmp34e5pi,76538,Engineering,2020-02-08 19:32:23,False,9.511753246427753
umqiab26ju1k7,svrwbk46np,61,nptozia8tfj6p9fs4br1da,80530,HR,2020-01-11 22:50:19,True,8.449737539652553
hvhoqwxse5awh,6g4n1psqzfiq,75,pb9awzkakxjnngwv90bsglc,86101,Engineering,2020-03-03 19:50:03,True,9.724073941616215
mhwax8xqetu49,lwe99cxqzdla,52,ehn9gg5hljni3eaatkzcfkh,118339,Engineering,2020-01-24 13:16:27,False,2.897328514578157
kosg1ee35hj51,surc5joed1,55,j7xq5k7xe27pyh2yw7c37,38109,Marketing,2020-03-18 18:48:01,False,3.1896416665009744
q4hyiboc9dnyj,doqcjwra84,78,2ibgeh5rrpujdhsi3qodf,45947,Engineering,2020-02-03 02:38:33,True,1.49594038598212
u9l0bm54p557k,accs2y692zdn,58,pzwmq0vs8mn4bnijg1y1bq,15599,HR,2020-01-24 18:23:18,True,7.592316906941265
joqriynyv3tu5,06vcwuwdu4u,21,dmrc6xh8b6lvmjqeimw3dui,54862,Engineering,2020-02-08 19:26:52,True,6.8980709221174425
u853lrumuhgw5,8xk2casvnnp,62,pww4efa1rxm6jg5vpxnksw7,64624,Engineering,2020-03-24 20:48:54,False,2.884294704072995
kvvyv12mrb2uo,ml662ef4p4,73,1p1d1lp9tzzvieq7bg9mt,58385,Sales,2020-03-05 05:55:57,False,8.164572710496405
04owxmv6csw23,6mjxj4mc71,67,3k4cbcoqge76pcuhveqn14,47574,Sales,2020-04-07 05:49:12,True,3.927553212248724
yhphaecad857y,w5m676ecgxvw,54,8v2jr8pg3swhquz16s2tt,77710,Engineering,2020-02-18 11:27:13,True,2.5133462840184375
ju00bmi9vzlqn,r5g6e1hod7e,59,jl6yyddiozoz1g5l85inm65,66035,Sales,2020-02-11 09:13:09,True,4.990079143828767
n7tkp4fsddtjx,e7zadz66ht,78,3pljbrm2xl2v9a776d3tzog,53812,Sales,2020-01-05 05:41:39,True,2.1341653858072513
8zuujdtqgd2nc,zwr4laiczi,24,2w7to6qtmxghwndujv33pkv,79231,Marketing,2020-02-06 13:22:26,True,3.617910248048642
xpdx73rs4ssvx,pxnc76ximbg,59,ynnbmc3r9usp1doapt6qe,61458,Engineering,2020-02-06 20:03:28,True,4.548855829604193
l349s936r1k6q,usyvk65uthiy,36,em93dwuufx4slnlos1eefw,103906,HR,2020-01-22 22:25:17,False,8.687529830199786
fdt0ofnkizpej,6bst2fqyd3,57,6utaq2hz17zmmywvu3kd6li,71509,Sales,2020-03-25 13:31:09,True,8.17666302813984
cm3fqs8ze2tuj,wrz9hq460dvz,55,xgh6yac16a08jlj7x1vpm99,66936,Engineering,2020-04-06 04:55:11,True,5.163983777939265
e9fzd8ax9f4tx,85g64lkxh5v,28,wn5c0svae6s9fo96x0kw62,81942,Engineering,2020-02-11 06:01:14,True,7.591225201100786
y9u3x3v1g81nj,stn6jpd01p6,31,a7rrfa3d5jeiek80dj6hx6s,26301,Sales,2020-02-20 08:54:52,True,6.248284297637286
pp4ymfi9trud6,uviii0qhpr6a,56,k8qcv8uybagtf9u89hdpcg,105305,Engineering,2020-01-09 18:44:01,True,4.286241262700049
0gfor5ktxoguz,eprrashcyes,27,aagxeu1rx56ji66gd1w5pj,94786,Engineering,2020-01-04 09:30:41,True,7.602415576293086
nurecwzxsyul6,46rppgny5vp,35,97xrpyhxt3trd9fcrrw8fz,56062,Engineering,2020-03-17 01:44:22,True,7.237450235396864
dgv6qx71vq7ff,plq0ymhelc,69,uxo05legv0o8zwmzc2b1w9,47777,Sales,2020-01-19 13:05:56,True,6.6827509335501585
7ajuebvbj7pvl,6vir209q7cen,39,fk7qc7v22ejjiumjkd478,50739,Sales,2020-02-25 14:50:53,False,6.67294173256681
xj85gutzdvouo,w3w0jymp7vqw,48,6h56hn7hgmu5knkb7qny0hq,40924,Engineering,2020-03-10 00:50:17,True,7.23299606632221
v1n01zbych68f,9ib5vmhaqld,75,lrz4fozlnaq624h3mpbr8,33886,Sales,2020-02-28 19:20:44,False,4.662648321805978
wysekljhx19uh,m4gwxeeq3i,33,smdsy49dgpew95xy1sgqb,40127,Marketing,2020-01-07 21:02:53,False,8.83576875033122
iortflbgpcc06,yspubjpomm5,42,racu3kvyc3x9whd429miucy,12531,Engineering,2020-01-01 13:14:34,False,2.7485790796695078
1ah5d3fs5ilkp,hr9zj462em,55,l2kkznpj449jztioigzxl,66601,Marketing,2020-01-20 03:14:39,True,8.963319999477502
au3m7d140eyc6,wccg98oc23,64,vp25s85tth8mfpe7f6oone,72173,Sales,2020-02-28 17:56:05,True,4.298643465652646
dyt7ze812ifsk,rka2j14sc9o6,73,zqp8wm62770oizc9ettej,106962,HR,2020-01-03 08:27:45,False,2.427529610390201
biux7vcl13zu1,zp96tm6en0,74,yy3nv13st8vok7xfq149iju,99748,Engineering,2020-01-28 02:41:57,True,6.518531994691053
z6u87rkwvqek3,ndsd3s44imnj,66,742k6auwiauvdajo92e20y,57512,HR,2020-02-19 19:03:13,True,4.58893345861445
